query_id	type	target	e_c-bm25-top_5	e_c-bm25-top_10	e_c-bm25-top_20	e_c-bm25-top_50	e_c-bm25-top_100	e_c-lmDir-top_5	e_c-lmDir-top_10	e_c-lmDir-top_20	e_c-lmDir-top_50	e_c-lmDir-top_100	t_c-bm25	t_c-lmDir	propor_depth	type_children	type_siblings	covered_entities	type_length	sum_idf	avg_idf	surface_sim_1_shingle	surface_sim_2_shinglesnouns_sim	w2v_aggr_cos_sim	w2v_max_cos_sim	w2v_avg_cos_sim
INEX_XER-123	<dbo:SoccerPlayer>	0	0	192.74759999999998	186.39037274999995	199.03516899999994	172.94113010000004	0	0	0	0	3.148367554027175e-18	8.120708	2.2366810807055937e-24	0.57	0	43	108274	2	8.3812	4.1906	0.0	-	0.34213175261125256	0.47297052944123424	0.14661495845432357
INEX_XER-123	<dbo:SoccerTournament>	3	0	0	0	0	1729.4113009999999	0	0	0	2.353226555676879e-18	1.5741837770135875e-18	8.252318	1.2517773284069696e-20	0.71	0	4	6316	2	9.8628	4.9314	0.0	-	0.3380852939682916	0.47297052944123424	0.1437903564647126
INEX_XER-123	<dbo:SocietalEvent>	0	100.50322200000001	128.4984	186.39037274999995	223.91456512500002	314.4384183636364	0	0	3.4878794358770436e-18	1.3073480864871552e-18	7.407923656534532e-19	8.2368	1.2958764184492971e-23	0.29	11	4	49163	2	11.3181	5.659	0.0	-	0.13321195801715768	0.17905292471455883	0.07105133379736103
INEX_XER-123	<dbo:SportFacility>	0	0	0	0	895.6582605000001	691.7645204000002	0	0	0	0	6.29673510805435e-18	7.9312177	7.051277867015046e-26	0.43	5	14	8593	2	11.8777	5.9389	0.0	-	0.15807937817255627	0.23900236719000528	0.07110729939034978
INEX_XER-123	<dbo:SportsEvent>	0	100.50322200000001	128.4984	186.39037274999995	223.91456512500002	314.4384183636364	0	0	3.4878794358770436e-18	1.3073480864871552e-18	7.407923656534532e-19	8.2471695	6.762808244744453e-22	0.43	10	11	23785	2	9.3722	4.6861	0.0	-	0.24125844351139522	0.2232196809689786	0.11047235880024495
INEX_XER-123	<dbo:SportsLeague>	0	0	0	0	0	0	0	0	0	0	0	8.116253	4.02172058662284e-23	0.43	30	21	4230	2	8.4277	4.2139	0.0	-	0.32210858818222293	0.3456829783134109	0.14380577937998776
INEX_XER-123	<dbo:SportsManager>	0	0	0	372.7807454999999	298.5527535	384.3136224444443	0	0	0	5.883066389192198e-18	1.259347021610871e-18	8.201687	7.608044445945001e-23	0.43	1	50	17126	2	10.6249	5.3125	0.0	-	0.1747290419466268	0.2232196809689786	0.07657208653232662
INEX_XER-123	<dbo:SportsTeam>	3	0	0	0	0	0	0	0	5.231819153815565e-18	1.680876111197771e-18	7.407923656534532e-19	8.190028	1.5633284557084313e-23	0.43	13	21	31620	2	8.679	4.3395	0.1111	-	0.316650151153352	0.6127472665200725	0.16154120801207145
INEX_XER-123	<dbo:Stadium>	0	0	0	0	895.6582605000001	691.7645204000002	0	0	0	0	6.29673510805435e-18	7.899888	1.1825809625737046e-25	0.57	0	5	7084	1	6.632	6.632	0.0	-	0.14746690979872357	0.14557662450513223	0.07307392540511645
INEX_XER-123	<dbo:Tournament>	0	0	0	0	0	1729.4113009999999	0	0	0	2.353226555676879e-18	1.5741837770135875e-18	8.253319	3.535286502217421e-21	0.57	4	10	9272	1	5.0226	5.0226	0.0	-	0.24097941237155435	0.2880443648395429	0.13269912586465496
INEX_XER-124	<dbo:Agent>	0	0	0	0	0	0	0	0	0	2.408471640388019e-10	1.6713914553111199e-10	7.819192	4.262272101590887e-16	0.14	5	49	1855262	1	6.632	6.632	0.0	-	0.1414304156179574	0.14406128378402758	0.08887239421616673
INEX_XER-124	<dbo:Artist>	0	0	0	0	0	0	0	0	0	0	0	8.028455	2.970850426975635e-16	0.43	10	50	77790	1	5.0226	5.0226	0.0	-	0.32511305855938344	0.30852620520442464	0.22542244010845966
INEX_XER-124	<dbo:Award>	0	0	0	0	0	0	0	2.5824270889554395e-10	2.6125468687901266e-10	4.014119400646698e-10	5.014174365933361e-10	8.496984	1.0553931909205035e-13	0.14	2	49	4856	1	6.632	6.632	0.0	-	0.4875401073601519	0.6482501833650517	0.32449383942598475
INEX_XER-124	<dbo:Book>	5	40.74898125	40.343596749999996	42.445872599999994	37.4204177804878	36.108007753086426	8.316760771497707e-11	7.378363111301254e-11	5.225093737580253e-11	3.010589550485024e-11	1.857101617012355e-11	8.754334	3.6042379048490074e-13	0.43	1	15	34615	1	6.632	6.632	0.0	-	0.44180600046891094	0.49458737747848003	0.30466612025136314
INEX_XER-124	<dbo:Company>	0	0	0	0	0	0	0	0	0	0	0	7.3090177	1.4908894914469738e-18	0.43	9	21	65754	1	5.9389	5.9389	0.0	-	0.07981518120813762	0.10042233671185027	0.055469227419670926
INEX_XER-124	<dbo:Journalist>	0	0	0	0	0	0	0	0	0	0	0	7.5388412	3.9673122427610366e-15	0.43	0	50	1770	1	6.632	6.632	0.0	-	0.36616859220719344	0.3215997878371346	0.24685241564040997
INEX_XER-124	<dbo:MusicalArtist>	0	0	0	0	0	0	0	0	0	0	0	8.023684	7.107396632329837e-17	0.57	5	10	49786	2	10.556	5.278	0.0	-	0.30786590234298616	0.30852620520442464	0.17635133224878033
INEX_XER-124	<dbo:Organisation>	0	0	0	0	0	0	0	0	0	0	0	6.240971	8.053167410207434e-19	0.29	21	5	267318	1	5.5334	5.5334	0.0	-	0.06380358675192724	0.12964806336769166	0.03921821391027775
INEX_XER-124	<dbo:Person>	0	0	0	0	0	0	0	0	0	2.408471640388019e-10	1.6713914553111199e-10	7.8069825	6.123971828649859e-16	0.29	50	5	1587944	1	5.5334	5.5334	0.0	-	0.3132065952284533	0.22292882018992446	0.2177715288372859
INEX_XER-124	<dbo:Poet>	0	0	0	0	0	0	0	0	0	0	0	7.562287	3.2832180722623053e-14	0.57	0	6	318	1	6.632	6.632	0.0	-	0.42419971469525264	0.42378103389614913	0.2967739610182996
INEX_XER-124	<dbo:Publisher>	1	0	0	0	0	0	0	0	0	0	0	8.329117	4.8617805792522985e-15	0.57	0	9	1354	1	6.632	6.632	0.0	-	0.27540613154940774	0.3389964755163275	0.18010520459072007
INEX_XER-124	<dbo:ScreenWriter>	0	0	0	0	0	0	0	0	0	0	0	7.5444207	4.5163519813791716e-15	0.57	0	6	700	2	12.5709	6.2854	0.0	-	0.3364775602601536	0.2588549111911808	0.16282040118211002
INEX_XER-124	<dbo:Work>	0	40.74898125	40.343596749999996	42.445872599999994	37.4204177804878	36.108007753086426	8.316760771497707e-11	7.378363111301254e-11	5.225093737580253e-11	3.010589550485024e-11	1.857101617012355e-11	8.314794	4.310910322121806e-16	0.14	15	49	479356	1	5.2457	5.2457	0.0	-	0.12055750600063951	0.08566485119756642	0.07797503256592822
INEX_XER-124	<dbo:Writer>	0	0	0	0	0	0	0	0	0	2.408471640388019e-10	1.6713914553111199e-10	8.709466	7.183863408646684e-13	0.43	6	50	29835	1	5.9389	5.9389	0.0	-	0.2822843583890888	0.2588549111911808	0.1813337619916988
INEX_XER-124	<dbo:WrittenWork>	0	40.74898125	40.343596749999996	42.445872599999994	37.4204177804878	36.108007753086426	8.316760771497707e-11	7.378363111301254e-11	5.225093737580253e-11	3.010589550485024e-11	1.857101617012355e-11	8.681884	5.2429598733587574e-14	0.29	15	15	62499	2	11.8777	5.9389	0.0	-	0.23861696075827707	0.24054616172624832	0.1090233404348614
INEX_XER-125	<dbo:Agent>	0	0	0	0	0	213.73378492307697	0	0	0	2.6966319527408247e-16	4.7319091026509303e-17	6.4592404	3.442316083398166e-23	0.14	5	49	1855262	1	6.632	6.632	0.0	-	0.01910545470589677	0.0701063638934327	0.008400350436904963
INEX_XER-125	<dbo:Athlete>	0	0	0	0	0	0	0	0	0	0	0	6.4439087	3.2089932425514453e-23	0.43	43	50	314055	1	5.9389	5.9389	0.0	-	0.04635534576049277	0.14062858068441855	0.011620576603445561
INEX_XER-125	<dbo:BasketballLeague>	0	0	0	0	0	0	0	0	0	0	0	3.1301038	3.560467958408112e-21	0.57	0	30	488	2	9.275	4.6375	0.0	-	0.15141239718129296	0.23210128971887764	0.0645144627496584
INEX_XER-125	<dbo:Country>	6	0	0	0	0	0	0	0	0	0	0	0	0	0.43	1	13	3294	1	6.632	6.632	0.0	-	0.09132915633047273	0.08394944653095521	0.06224316698125046
INEX_XER-125	<dbo:Event>	0	0	0	0	486.2122709999999	231.5449336666667	0	0	0	8.988773175802748e-17	3.340171131283011e-17	6.5612073	7.58030121825406e-20	0.14	4	49	72907	1	4.6861	4.6861	0.0	-	0.07679961530673017	0.08011983602991184	0.03714580837201398
INEX_XER-125	<dbo:FootballMatch>	0	0	0	0	0	0	0	0	0	0	1.8927636410603721e-16	6.4882545	2.1507092802784125e-20	0.57	0	10	2999	2	10.7791	5.3895	0.0	-	0.271897587341531	0.26173257757647883	0.10684845757695058
INEX_XER-125	<dbo:Organisation>	0	0	0	0	0	926.1797346666668	0	0	0	2.6966319527408247e-16	5.162082657437379e-17	6.396913	4.229652448148298e-23	0.29	21	5	267318	1	5.5334	5.5334	0.0	-	0.2242379442455776	0.23259312519291117	0.1322646620553109
INEX_XER-125	<dbo:Person>	0	0	0	0	0	277.8539203999999	0	0	0	0	0	6.449416	1.509222209646962e-23	0.29	50	5	1587944	1	5.5334	5.5334	0.0	-	0.019986907140986394	0.03664544132119307	0.010771773707165855
INEX_XER-125	<dbo:Place>	0	0	0	0	0	0	0	0	0	0	0	5.3091717	1.144252428880693e-28	0.14	16	49	801334	1	5.2457	5.2457	0.0	-	0.046529376310663756	0.0736597414511161	0.015029430101721723
INEX_XER-125	<dbo:PopulatedPlace>	0	0	0	0	0	0	0	0	0	0	0	3.4616923	9.162862707938444e-31	0.29	13	16	499185	2	11.8777	5.9389	0.0	-	0.0326358992453999	0.074288835649168	0.016553504792911775
INEX_XER-125	<dbo:SoccerClub>	0	0	0	0	0	1389.2696019999998	0	0	0	0	9.463818205301861e-17	6.5043054	1.4904038438396485e-21	0.57	1	13	20877	2	10.0859	5.043	0.0	-	0.22396385008307954	0.47297052944123424	0.07257734820723655
INEX_XER-125	<dbo:SoccerManager>	0	0	0	0	0	0	0	0	0	0	0	6.532662	4.715110781610029e-22	0.57	0	1	17126	2	10.7791	5.3895	0.0	-	0.15429374007552338	0.47297052944123424	0.05021770746430815
INEX_XER-125	<dbo:SoccerPlayer>	0	0	0	0	0	0	0	0	0	0	0	6.4888763	1.504184895368849e-23	0.57	0	43	108274	2	8.3812	4.1906	0.0	-	0.18150382041099478	0.47297052944123424	0.06719590791186755
INEX_XER-125	<dbo:SoccerTournament>	0	0	0	0	0	0	0	0	0	0	1.8927636410603721e-16	6.5750422	8.42840449924036e-18	0.71	0	4	6316	2	9.8628	4.9314	0.0	-	0.1830816159333495	0.47297052944123424	0.06960833103586728
INEX_XER-125	<dbo:SocietalEvent>	0	0	0	0	0	1389.2696019999998	0	0	0	2.6966319527408247e-16	9.463818205301861e-17	6.5599923	3.7562772596437474e-20	0.29	11	4	49163	2	11.3181	5.659	0.0	-	0.1563735308458407	0.13249082796785422	0.06754614889339992
INEX_XER-125	<dbo:SportsEvent>	0	0	0	0	0	1389.2696019999998	0	0	0	2.6966319527408247e-16	9.463818205301861e-17	6.5676517	3.6522993228667473e-19	0.43	10	11	23785	2	9.3722	4.6861	0.0	-	0.12370897860579867	0.22258817520786672	0.04206261468088146
INEX_XER-125	<dbo:SportsLeague>	0	0	0	0	0	0	0	0	0	0	0	6.4482274	1.0211832222258535e-20	0.43	30	21	4230	2	8.4277	4.2139	0.0	-	0.17253946857752125	0.22258817520786672	0.06802091856106963
INEX_XER-125	<dbo:SportsManager>	0	0	0	0	0	0	0	0	0	0	0	6.532662	4.715110781610029e-22	0.43	1	50	17126	2	10.6249	5.3125	0.0	-	0.0754342659805554	0.22258817520786672	0.020758591970339482
INEX_XER-125	<dbo:SportsTeam>	0	0	0	0	0	1389.2696019999998	0	0	0	0	9.463818205301861e-17	6.5084395	1.8852791424435606e-21	0.43	13	21	31620	2	8.679	4.3395	0.0	-	0.12699592238485888	0.22258817520786672	0.04632866558730748
INEX_XER-125	<dbo:Tournament>	0	0	0	0	0	0	0	0	0	0	1.8927636410603721e-16	6.5743484	2.6867517458073983e-18	0.57	4	10	9272	1	5.0226	5.0226	0.0	-	0.06869334418575783	0.13878827737084032	0.03331901009404825
INEX_XER-126	<dbo:Activity>	0	0	0	0	0	0	0	0	0	0	0	7.234536	1.3769008544234005e-20	0.14	3	49	9450	1	6.632	6.632	0.0	-	0.08647527983673486	0.10766912710082474	0.06801424301416148
INEX_XER-126	<dbo:Agent>	0	0	103.79999866666668	100.01302133333333	86.6276131875	86.1842788275862	4.302275470515109e-15	4.1601370470518015e-15	4.107178884568756e-15	1.311320393025921e-15	8.643363895540527e-16	7.2836637	4.5034323425253295e-22	0.14	5	49	1855262	1	6.632	6.632	0.0	-	0.007559437989506863	0.03154089101867401	0.002253799391033691
INEX_XER-126	<dbo:Aircraft>	0	0	0	0	0	0	0	0	0	0	0	7.556173	1.2352544989700857e-20	0.29	1	14	10335	1	6.632	6.632	0.0	-	0.1551115154489973	0.14587654445097867	0.11184024086594231
INEX_XER-126	<dbo:AmusementParkAttraction>	0	0	0	0	0	0	0	0	0	0	0	7.814424	1.0816510656781922e-18	0.43	2	14	1341	3	19.2029	6.401	0.0	-	0.16830657059582266	0.16233979273319601	0.07656618665042085
INEX_XER-126	<dbo:ArchitecturalStructure>	0	0	0	0	693.0209055	833.1146953333334	0	0	0	1.2457543733746255e-14	6.698607019043908e-15	6.878251	1.1307956783742105e-20	0.29	14	16	183179	2	12.1654	6.0827	0.0	-	0.1031011979160737	0.12077203011745107	0.0542336916412799
INEX_XER-126	<dbo:Building>	0	0	0	0	693.0209055	833.1146953333334	0	0	0	1.2457543733746255e-14	6.698607019043908e-15	6.9752145	1.6254952614444652e-21	0.43	12	14	76119	1	5.5334	5.5334	0.0	-	0.11203099272782417	0.15801084880461516	0.07748143996598568
INEX_XER-126	<dbo:Company>	4	0	103.79999866666668	100.01302133333333	86.6276131875	96.1286186923077	4.302275470515109e-15	4.1601370470518015e-15	4.107178884568756e-15	1.3841715259718057e-15	9.569438598634153e-16	8.2077465	9.600958706580334e-19	0.43	9	21	65754	1	5.9389	5.9389	0.0	-	0.19580695157439892	0.24068527648833646	0.1627727857890486
INEX_XER-126	<dbo:Convention>	0	0	0	0	0	0	0	0	0	0	0	7.604851	5.381411785440708e-20	0.43	0	11	1986	1	6.632	6.632	0.0	-	0.05884692463310756	0.046713339971125145	0.03406787508365109
INEX_XER-126	<dbo:Device>	0	0	0	0	0	0	0	0	0	0	0	7.308964	1.3788578154597226e-21	0.14	6	49	34612	1	6.632	6.632	0.0	-	0.14218795250702496	0.23784377085830347	0.09584829746955546
INEX_XER-126	<dbo:Event>	0	0	0	0	0	0	0	0	0	0	0	6.411765	6.841617384950243e-24	0.14	4	49	72907	1	4.6861	4.6861	0.0	-	0.0705611094556337	0.08708331728993365	0.06431280461085724
INEX_XER-126	<dbo:Game>	0	0	0	0	0	0	0	0	0	0	0	7.2327266	2.6019402797414683e-20	0.29	2	3	1479	1	5.9389	5.9389	0.0	-	0.06879921340434449	0.04309646875453498	0.017717286469359123
INEX_XER-126	<dbo:Hotel>	0	0	0	0	0	0	0	0	0	0	0	6.49972	2.134168194946766e-20	0.57	0	12	1237	1	6.632	6.632	0.0	-	0.09960557574842326	0.14824659624723532	0.07525640783922487
INEX_XER-126	<dbo:Locomotive>	0	0	0	0	0	0	0	0	0	0	0	6.990104	1.9536806791873885e-20	0.29	0	14	3291	1	6.632	6.632	0.0	-	0.2295577835779115	0.43019573323337706	0.1628829493316787
INEX_XER-126	<dbo:Magazine>	0	0	0	0	0	0	0	0	0	0	0	7.3904924	1.3835165990845547e-20	0.57	0	4	4953	1	6.632	6.632	0.0	-	0.08873786851713274	0.0806479014975085	0.049805454965602285
INEX_XER-126	<dbo:MeanOfTransportation>	0	0	0	0	0	0	0	0	0	0	0	7.054393	5.449351649514282e-21	0.14	14	49	54201	3	12.5709	6.2854	0.0	-	0.09255869952993251	0.14451629835510296	0.03709106747341883
INEX_XER-126	<dbo:Museum>	0	0	0	0	693.0209055	1249.672043	0	0	0	1.2457543733746255e-14	8.931476025391874e-15	7.5129514	6.518330842950139e-21	0.57	0	12	4946	1	6.632	6.632	0.0	-	0.12919699241231264	0.17423789426718964	0.08573123445854945
INEX_XER-126	<dbo:Organisation>	0	0	103.79999866666668	100.01302133333333	86.6276131875	92.56829948148145	4.302275470515109e-15	4.1601370470518015e-15	4.107178884568756e-15	1.3841715259718057e-15	9.23945795730194e-16	7.926707	2.6184757484046165e-20	0.29	21	5	267318	1	5.5334	5.5334	0.0	-	0.052907310068073636	0.06057443505758165	0.0240154207042743
INEX_XER-126	<dbo:PeriodicalLiterature>	0	0	0	0	0	0	0	0	0	0	0	6.6934123	9.213885191152025e-22	0.43	4	15	17920	2	13.264	6.632	0.0	-	0.024994364076830568	0.06124271721744955	0.014733793880637482
INEX_XER-126	<dbo:Person>	0	0	0	0	0	1249.672043	0	0	0	0	1.3397214038087815e-14	6.723136	7.342829068284508e-23	0.29	50	5	1587944	1	5.5334	5.5334	0.0	-	-0.0089015149793728	0.025839531664816607	-0.014970219047310038
INEX_XER-126	<dbo:Place>	0	0	0	0	693.0209055	833.1146953333334	0	0	0	1.2457543733746255e-14	6.698607019043908e-15	5.616214	1.5330894272517332e-22	0.14	16	49	801334	1	5.2457	5.2457	0.0	-	0.03126927733480903	0.10694353418645682	0.03783327204479308
INEX_XER-126	<dbo:PublicTransitSystem>	0	0	0	0	0	0	0	0	0	0	0	6.486561	2.3878876574115635e-20	0.43	0	21	1769	3	19.896	6.632	0.0	-	0.17936725451974306	0.3361017550860642	0.08134148139416994
INEX_XER-126	<dbo:RollerCoaster>	0	0	0	0	0	0	0	0	0	0	0	7.554665	1.572092726680931e-18	0.57	0	2	738	2	13.264	6.632	0.0	-	0.2247547476482007	0.28176462072284764	0.10738627876183397
INEX_XER-126	<dbo:SocietalEvent>	0	0	0	0	0	0	0	0	0	0	0	6.8635406	1.006828138817648e-23	0.29	11	4	49163	2	11.3181	5.659	0.0	-	0.07786198731766199	0.08708331728993365	0.05602905861975965
INEX_XER-126	<dbo:Software>	0	0	0	0	0	0	0	0	0	0	0	7.8642626	8.191955961943094e-21	0.29	1	15	33306	1	6.632	6.632	0.0	-	0.15669628980899278	0.20470490078527592	0.12108168919396778
INEX_XER-126	<dbo:Train>	2	0	0	0	0	0	0	0	0	0	0	5.416666	2.069237811759653e-20	0.29	0	14	1415	1	6.632	6.632	0.125	-	0.3132330005378803	0.672927027670756	0.22295083367638702
INEX_XER-126	<dbo:Work>	0	0	0	0	0	0	0	0	0	0	0	6.682035	3.919000859094162e-22	0.14	15	49	479356	1	5.2457	5.2457	0.0	-	0.14931420513965055	0.17884743509469228	0.12379760146902473
INEX_XER-126	<dbo:WrittenWork>	0	0	0	0	0	0	0	0	0	0	0	7.1484942	1.210205765721151e-21	0.29	15	15	62499	2	11.8777	5.9389	0.0	-	0.11007722699422895	0.17884743509469228	0.07245362178113977
INEX_XER-127	<dbo:Agent>	0	22.590343249999997	19.479205333333333	17.568752210526316	17.133192044444446	15.567639670212765	2.768989974954816e-08	1.8838820528992262e-08	1.1707484213485678e-08	7.478903092745834e-09	5.730821286168531e-09	3.6177022	3.798548218120704e-12	0.14	5	49	1855262	1	6.632	6.632	0.0	-	-0.09307784877446104	-0.030153903625469446	-0.059770821045968515
INEX_XER-127	<dbo:ArchitecturalStructure>	0	0	0	0	0	0	0	0	0	0	0	3.1495044	1.1486371228177389e-13	0.29	14	16	183179	2	12.1654	6.0827	0.0	-	-0.010406833668674391	0.02746939047390844	-0.010547429099634192
INEX_XER-127	<dbo:Artist>	0	0	0	0	0	0	0	0	0	1.7575422267952714e-07	1.3610700554650265e-07	3.2226424	3.247216913374509e-12	0.43	10	50	77790	1	5.0226	5.0226	0.0	-	0.030243349512284842	0.05368169573355426	0.024237794456646908
INEX_XER-127	<dbo:Athlete>	0	0	0	0	0	731.6790644999996	0	0	9.951361581462827e-08	8.787711133976357e-08	1.0888560443720206e-07	0	0	0.43	43	50	314055	1	5.9389	5.9389	0.0	-	0.03384365469363384	0.19000813114652246	0.032773336075407354
INEX_XER-127	<dbo:Chancellor>	0	0	0	0	0	0	0	0	0	0	2.722140110930053e-07	0	0	0.57	0	12	80	1	6.632	6.632	0.0	-	0.11713506775398937	0.20530566379316706	0.07896996100812341
INEX_XER-127	<dbo:Criminal>	0	0	0	0	0	0	0	0	0	0	0	3.8005836	8.529740274496164e-12	0.43	1	50	2415	1	6.632	6.632	0.0	-	0.14629872107725594	0.1546145591148781	0.09783939140077769
INEX_XER-127	<dbo:GivenName>	0	0	0	0	0	0	0	0	0	0	0	3.400307	3.860755082162215e-10	0.29	0	2	3578	2	12.5709	6.2854	0.0	-	0.04825761956802404	0.09596262560218523	0.017321507417445186
INEX_XER-127	<dbo:Infrastructure>	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	10	14	85653	1	6.632	6.632	0.0	-	-0.06106307678217746	0.08933841342143002	-0.03177734334515087
INEX_XER-127	<dbo:MemberOfParliament>	0	0	0	0	0	0	0	0	0	0	0	3.8077419	5.016582017783247e-13	0.57	0	12	6881	3	12.1654	6.0827	0.0	-	0.14176594251034988	0.35931665521920997	0.0750304143414703
INEX_XER-127	<dbo:MusicalArtist>	0	0	0	0	0	0	0	0	0	0	1.8147600739533672e-07	0	0	0.57	5	10	49786	2	10.556	5.278	0.0	-	0.025842169246543156	0.11285543768897004	0.022571652438352158
INEX_XER-127	<dbo:Name>	0	0	0	0	0	0	0	0	0	0	0	3.3532603	1.992385367121752e-10	0.14	2	49	4654	1	5.9389	5.9389	0.0	-	0.07602199522880503	0.09596262560218523	0.04173714077818505
INEX_XER-127	<dbo:Non-ProfitOrganisation>	0	0	0	0	0	0	0	0	0	0	0	3.9163408	4.8173248102758485e-12	0.43	1	21	1824	3	18.7974	6.2658	0.0	-	-0.00115709657285401	0.09915200255188544	0.0027359235283541256
INEX_XER-127	<dbo:OfficeHolder>	0	0	0	66.7612584	77.0993642	97.55720859999997	0	0	9.951361581462827e-08	7.030168907181087e-08	4.9493456562364574e-08	3.996491	3.921104008315987e-12	0.43	0	50	60424	2	13.264	6.632	0.0	-	-0.006284164173475202	0.08096504195959252	0.004236843091532303
INEX_XER-127	<dbo:Organisation>	0	0	0	0	0	0	0	0	0	0	0	3.6768994	1.5936597851459043e-12	0.29	21	5	267318	1	5.5334	5.5334	0.0	-	0.044485845077203275	0.09915200255188544	0.03303260758089256
INEX_XER-127	<dbo:Person>	0	22.590343249999997	19.479205333333333	17.568752210526316	17.133192044444446	15.567639670212765	2.768989974954816e-08	1.8838820528992262e-08	1.1707484213485678e-08	7.478903092745834e-09	5.730821286168531e-09	3.656518	4.621478695442865e-12	0.29	50	5	1587944	1	5.5334	5.5334	0.0	-	0.02370489169334509	0.08335763074067234	0.020687968660289196
INEX_XER-127	<dbo:Place>	0	0	0	0	0	0	0	0	0	0	0	2.6712022	1.1410001622896256e-13	0.14	16	49	801334	1	5.2457	5.2457	0.0	-	-0.020265387233974703	0.06466802139181602	-0.0062937961567329885
INEX_XER-127	<dbo:Play>	0	0	0	0	0	0	0	0	0	0	0	3.2532415	5.0247269545833755e-12	0.43	0	15	1915	1	6.632	6.632	0.0	-	-0.022303551220954773	-0.004455930154000215	-0.01535124042225811
INEX_XER-127	<dbo:PoliticalParty>	0	0	0	0	0	0	0	0	0	0	0	3.9811993	5.336215609385043e-12	0.43	0	21	6475	2	13.264	6.632	0.0	-	0.17248238393827428	0.4182706224736552	0.10671887205365949
INEX_XER-127	<dbo:Politician>	7	0	0	166.90314600000005	256.99788066666673	121.94651075000003	0	0	9.951361581462827e-08	5.858474089317571e-08	3.402675138662566e-08	3.966102	3.2418352588090898e-12	0.43	12	50	39722	1	6.632	6.632	0.0	-	0.22377482756412254	0.41413633403550704	0.16212904003165715
INEX_XER-127	<dbo:President>	0	0	0	0	0	0	0	0	0	0	0	3.9565442	6.651853848428705e-12	0.57	0	12	2196	1	6.632	6.632	0.0	-	-0.013409996118645592	0.2032761938059143	0.005023024402632581
INEX_XER-127	<dbo:PrimeMinister>	0	0	0	0	0	0	0	0	0	0	0	4.0086174	6.6454062292803e-12	0.57	0	12	1469	2	13.264	6.632	0.0	-	0.08544145887293737	0.2535987496846121	0.05595624381406868
INEX_XER-127	<dbo:RadioProgram>	0	0	0	0	0	0	0	0	0	0	0	3.9016848	2.820379155060634e-12	0.29	0	15	1182	2	12.1654	6.0827	0.0	-	-0.06433343366572902	0.07125155695891186	-0.02635566848973161
INEX_XER-127	<dbo:RoadTunnel>	0	0	0	0	0	0	0	0	0	0	0	3.2559967	4.7255991958151215e-12	0.71	0	7	249	2	11.4722	5.7361	0.0	-	-0.04342464309876864	0.033473366960733525	-0.014504779684232735
INEX_XER-127	<dbo:RouteOfTransportation>	0	0	0	0	0	0	0	0	0	0	0	2.684632	1.5858819155019725e-14	0.57	7	10	28392	3	12.5709	6.2854	0.0	-	-0.030434612469531608	0.07577883446951099	-0.009801745619945422
INEX_XER-127	<dbo:Senator>	0	0	0	0	0	0	0	0	0	0	0	3.8566258	4.661274754301578e-12	0.57	0	12	847	1	6.632	6.632	0.0	-	0.0743237768077164	0.3343645309923343	0.06941454526360068
INEX_XER-127	<dbo:TelevisionShow>	0	0	0	0	0	0	0	0	0	0	0	3.9774473	6.835311179951385e-12	0.29	0	15	35958	2	11.6546	5.8273	0.0	-	0.04233646224790766	0.11747042311401872	0.02786650185521532
INEX_XER-127	<dbo:Website>	0	0	0	0	0	0	0	0	0	0	0	3.853288	3.036584334349346e-12	0.29	0	15	4036	1	6.632	6.632	0.0	-	0.05858320981444998	0.07086338762618546	0.03238242830706226
INEX_XER-127	<dbo:Work>	0	0	0	0	0	0	0	0	0	0	0	3.6321914	1.9804416769235485e-12	0.14	15	49	479356	1	5.2457	5.2457	0.0	-	-0.012553367881298466	0.015965218679718788	-0.006550679752883165
INEX_XER-127	<dbo:Writer>	0	0	0	0	0	0	0	0	0	0	2.722140110930053e-07	3.7928312	4.348807772763153e-12	0.43	6	50	29835	1	5.9389	5.9389	0.0	-	0.03490311722981457	0.09465244904669966	0.030448053016495474
INEX_XER-127	<dbo:WrittenWork>	0	0	0	0	0	0	0	0	0	0	0	3.747517	2.249089609148637e-12	0.29	15	15	62499	2	11.8777	5.9389	0.0	-	0.046055532935056175	0.06236344966635758	0.018182103217789073
INEX_XER-128	<dbo:Actor>	5	0	0	0	0	0	0	0	0	0	0	3.3931398	2.0583460962230842e-08	0.57	2	10	6698	1	5.9389	5.9389	0.0	-	0.14726331280463617	0.1634995878983483	0.10454196168689339
INEX_XER-128	<dbo:AdultActor>	0	0	0	0	0	0	0	0	0	0	0	3.2162662	1.8559741255087938e-08	0.71	0	2	1442	2	12.5709	6.2854	0.0	-	0.25158631876464843	0.29832444594545293	0.1496778546778908
INEX_XER-128	<dbo:Agent>	0	0	0	0	132.7264636666667	45.175808625	0	0	0.0002073420801255769	0.00010589545510996881	3.439715929275544e-05	3.2598934	2.9093402233400068e-09	0.14	5	49	1855262	1	6.632	6.632	0.0	-	0.18513849957567494	0.28832382731560746	0.1258775411549235
INEX_XER-128	<dbo:Album>	0	0	0	0	398.17939099999995	722.812938	0	0	0	0	0.00041276591151306527	3.2930508	4.144488320343562e-09	0.43	0	8	132945	1	6.632	6.632	0.0	-	0.03386527439230761	0.06120752284757694	0.027040790869436178
